key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,3.83379,space,4.62741,space,1.43217,space,2.211115,space,6.7849,space,35.77563,,Too slow :(,0,0,0,35,1,t1.png,t4.png,3,0.0000131,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,1,1,6,1,t1.png,t4.png,3,0.0000131,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,0.71548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,2,2,39,1,t3.png,t2.png,1,0.90855,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,1.660305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,3,3,28,1,t2.png,t3.png,1,0.909,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,0.716055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,4,4,90,1,t1.png,t5.png,4,9.55E-11,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,1.481135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,5,5,79,1,t3.png,t2.png,1,0.909,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,1.451775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,6,6,11,1,t1.png,t4.png,3,0.0000131,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,1.156265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,7,7,105,1,t3.png,t2.png,1,0.90855,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,8,8,80,1,t1.png,t4.png,3,0.0000131,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,0.705095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,9,9,45,1,t3.png,t2.png,1,0.90855,19,female,2020-10-22_12h26.17.901,torte-q,2020.1.3,Win32,60,13274,1.240935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
