key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,20.431405,space,4.114605,space,0.7472,space,3.068595,space,14.32517,space,23.47367,a,2.01488,Correct!,0,0,0,62,1,t5.png,t5.png,0,0.978,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.846115,Correct!,0,1,1,20,1,t2.png,t3.png,1,0.90855,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.118125,Correct!,0,2,2,61,1,t1.png,t4.png,3,0.0000131,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.834165,Correct!,0,3,3,106,1,t2.png,t3.png,1,0.90855,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.955325,Correct!,0,4,4,32,1,t4.png,t5.png,1,0.90025,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.247405,Correct!,0,5,5,105,1,t3.png,t2.png,1,0.90855,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.63694,Correct!,0,6,6,36,1,t3.png,t1.png,2,0.0565,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.980655,Incorrect,0,7,7,101,1,t4.png,t5.png,1,0.90025,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.774305,Correct!,0,8,8,119,1,t1.png,t5.png,4,9.55E-11,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.896815,Correct!,0,9,9,87,1,t5.png,t1.png,4,9.55E-11,18,Female,2020-11-09_19h17.29.039,torte-q,2020.1.3,Win32,60,13894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
