key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,5.6244,space,2.76594,space,2.264435,space,3.65403,space,28.60058,space,63.150605,,Too slow :(,0,0,0,105,1,t3.png,t2.png,1,0.90855,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,1,1,114,1,t2.png,t3.png,1,0.90855,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,1.13493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,2,2,20,1,t2.png,t3.png,1,0.90855,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,1.80118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,3,3,47,1,t4.png,t2.png,2,0.059078,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,0.970135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,4,4,113,1,t5.png,t4.png,1,0.9,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,1.301635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,5,5,37,1,t1.png,t4.png,3,0.0000131,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,6,6,15,1,t3.png,t2.png,1,0.90855,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,1.400645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,7,7,29,1,t5.png,t5.png,0,0.97829,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,1.71985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,8,8,94,1,t5.png,t1.png,4,9.55E-11,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,1.535685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,9,9,59,1,t5.png,t4.png,1,0.9,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,1.835085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,10,10,82,1,t5.png,t1.png,4,9.55E-11,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,1.70308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,11,11,7,1,t4.png,t5.png,1,0.90025,19,female ,2020-11-13_13h54.50.423,torte-q,2020.1.3,Win32,60,14120,1.45119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
