key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,74.28261,space,3.97915,space,1.05876,space,3.775685,space,16.15758,space,47.19548,,Too slow :(,0,0,0,49,1,t4.png,t5.png,1,0.9,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,1,1,97,1,t5.png,t5.png,0,0.97829,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.078285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,2,2,30,1,t3.png,t1.png,2,0.056466,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.136705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,3,3,108,1,t5.png,t1.png,4,9.55E-11,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,0.98686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,4,4,115,1,t2.png,t4.png,2,0.059078,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,0.72978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,5,5,3,1,t1.png,t5.png,4,9.55E-11,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.473195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,6,6,42,1,t5.png,t4.png,1,0.90025,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,0.952535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,7,7,10,1,t2.png,t3.png,1,0.90855,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,0.911375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,8,8,78,1,t1.png,t1.png,0,0.978,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.839745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,9,9,23,1,t5.png,t4.png,1,0.90025,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.864435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,10,10,37,1,t1.png,t4.png,3,0.0000131,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.38448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,11,11,102,1,t4.png,t2.png,2,0.059078,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,2.16736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,12,12,13,1,t5.png,t5.png,0,0.97829,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.31874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,13,13,106,1,t2.png,t3.png,1,0.90855,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,2.101675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,14,14,50,1,t5.png,t1.png,4,9.55E-11,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.148915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,15,15,38,1,t3.png,t1.png,2,0.056466,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.73263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,16,16,114,1,t2.png,t3.png,1,0.90855,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.70411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,17,17,1,1,t2.png,t4.png,2,0.059078,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,18,18,111,1,t5.png,t1.png,4,9.55E-11,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.21539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,19,19,32,1,t4.png,t5.png,1,0.90025,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,2.286675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,20,20,25,1,t5.png,t5.png,0,0.97829,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.447815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,21,21,29,1,t5.png,t5.png,0,0.97829,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.06603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,22,22,4,1,t1.png,t5.png,4,9.55E-11,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.25122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,23,23,58,1,t5.png,t4.png,1,0.90025,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.34157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,24,24,19,1,t4.png,t2.png,2,0.059078,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.10869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,25,25,60,1,t2.png,t4.png,2,0.059078,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,2.06947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,26,26,43,1,t4.png,t2.png,2,0.059078,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.102665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,27,27,26,1,t4.png,t2.png,2,0.0591,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,2.18695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,28,28,48,1,t5.png,t5.png,0,0.97829,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.00419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,29,29,116,1,t5.png,t4.png,1,0.90025,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.495475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,30,30,100,1,t4.png,t5.png,1,0.90025,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,0.802215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,31,31,87,1,t5.png,t1.png,4,9.55E-11,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.707475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,32,32,75,1,t1.png,t1.png,0,0.97829,40,Female,2020-10-19_20h54.56.973,torte-q,2020.1.3,Win32,60,13276,1.69885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
