key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,63.880675,space,10.333285,space,5.22993,space,4.348945,space,34.91565,space,122.819745,a,1.6757,Correct!,0,0,0,71,1,t5.png,t5.png,0,0.97829,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.836525,Incorrect,0,1,1,27,1,t3.png,t1.png,2,0.0565,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.36605,Incorrect,0,2,2,101,1,t4.png,t5.png,1,0.90025,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.60238,Correct!,0,3,3,96,1,t1.png,t1.png,0,0.97829,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.91973,Correct!,0,4,4,84,1,t1.png,t1.png,0,0.97829,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.89063,Incorrect,0,5,5,53,1,t3.png,t1.png,2,0.056466,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.16863,Correct!,0,6,6,72,1,t4.png,t2.png,2,0.059078,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.052725,Correct!,0,7,7,39,1,t3.png,t2.png,1,0.90855,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.236215,Correct!,0,8,8,33,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.904295,Correct!,0,9,9,112,1,t1.png,t1.png,0,0.97829,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.06907,Incorrect,0,10,10,97,1,t5.png,t5.png,0,0.97829,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.08716,Incorrect,0,11,11,81,1,t1.png,t1.png,0,0.97829,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.06966,Correct!,0,12,12,91,1,t1.png,t4.png,3,0.0000131,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.36976,Incorrect,0,13,13,20,1,t2.png,t3.png,1,0.90855,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.189955,Correct!,0,14,14,119,1,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.436735,Incorrect,0,15,15,64,1,t1.png,t1.png,0,0.978,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.162315,Correct!,0,16,16,115,1,t2.png,t4.png,2,0.059078,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.67041,Correct!,0,17,17,40,1,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.57184,Correct!,0,18,18,75,1,t1.png,t1.png,0,0.97829,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.737085,Correct!,0,19,19,78,1,t1.png,t1.png,0,0.978,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.819195,Correct!,0,20,20,14,1,t2.png,t4.png,2,0.059078,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.96263,Incorrect,0,21,21,79,1,t3.png,t2.png,1,0.909,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.128785,Incorrect,0,22,22,106,1,t2.png,t3.png,1,0.90855,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.08805,Incorrect,0,23,23,82,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-16_17h24.06.756,torte-q,2020.1.3,Win32,60,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
