key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,34.610235,space,10.686945,space,4.35519,space,2.747875,space,26.073765,return,34.10745,l,1.931595,Incorrect,0,0,0,75,1,t1.png,t1.png,0,0.97829,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.063415,Incorrect,0,1,1,69,1,t4.png,t2.png,2,0.059078,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.91318,Correct!,0,2,2,59,1,t5.png,t4.png,1,0.9,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.820385,Correct!,0,3,3,113,1,t5.png,t4.png,1,0.9,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.72645,Incorrect,0,4,4,27,1,t3.png,t1.png,2,0.0565,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.88374,Correct!,0,5,5,21,1,t5.png,t4.png,1,0.90025,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.930395,Incorrect,0,6,6,47,1,t4.png,t2.png,2,0.059078,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.68054,Correct!,0,7,7,115,1,t2.png,t4.png,2,0.059078,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.58135,Incorrect,0,8,8,36,1,t3.png,t1.png,2,0.0565,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.901975,Correct!,0,9,9,88,1,t3.png,t1.png,2,0.056466,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.665965,Correct!,0,10,10,25,1,t5.png,t5.png,0,0.97829,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.963765,Correct!,0,11,11,67,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.066755,Incorrect,0,12,12,60,1,t2.png,t4.png,2,0.059078,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.875325,Incorrect,0,13,13,112,1,t1.png,t1.png,0,0.97829,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.907035,Incorrect,0,14,14,30,1,t3.png,t1.png,2,0.056466,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.88118,Incorrect,0,15,15,73,1,t4.png,t2.png,2,0.059078,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.64746,Correct!,0,16,16,31,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.56583,Correct!,0,17,17,4,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.886065,Incorrect,0,18,18,39,1,t3.png,t2.png,1,0.90855,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.62357,Incorrect,0,19,19,50,1,t5.png,t1.png,4,9.55E-11,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.4709,Correct!,0,20,20,45,1,t3.png,t2.png,1,0.90855,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.43728,Correct!,0,21,21,55,1,t2.png,t4.png,2,0.059078,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.506015,Incorrect,0,22,22,70,1,t5.png,t5.png,0,0.978,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.630845,Correct!,0,23,23,29,1,t5.png,t5.png,0,0.97829,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.003985,Correct!,0,24,24,94,1,t5.png,t1.png,4,9.55E-11,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.988145,Incorrect,0,25,25,24,1,t4.png,t2.png,2,0.059078,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.82894,Correct!,0,26,26,74,1,t5.png,t4.png,1,0.9,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.58759,Correct!,0,27,27,37,1,t1.png,t4.png,3,0.0000131,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.887025,Incorrect,0,28,28,114,1,t2.png,t3.png,1,0.90855,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.92092,Incorrect,0,29,29,106,1,t2.png,t3.png,1,0.90855,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.613875,Incorrect,0,30,30,102,1,t4.png,t2.png,2,0.059078,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.937335,Correct!,0,31,31,99,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.77545,Correct!,0,32,32,79,1,t3.png,t2.png,1,0.909,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.95408,Correct!,0,33,33,68,1,t1.png,t4.png,3,0.0000131,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.65987,Incorrect,0,34,34,86,1,t3.png,t1.png,2,0.056466,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.66037,Correct!,0,35,35,42,1,t5.png,t4.png,1,0.90025,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.20322,Correct!,0,36,36,48,1,t5.png,t5.png,0,0.97829,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.881125,Correct!,0,37,37,26,1,t4.png,t2.png,2,0.0591,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.19291,Correct!,0,38,38,57,1,t2.png,t4.png,2,0.059078,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.778835,Incorrect,0,39,39,56,1,t5.png,t1.png,4,9.55E-11,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.85664,Incorrect,0,40,40,105,1,t3.png,t2.png,1,0.90855,19,female,2020-11-07_17h22.16.146,torte-q,2020.1.3,Win32,60,13368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
