text_44.started,text_44.stopped,rating.response,rating.rt,rating.started,rating.stopped,age,gender,date,expName,psychopyVersion,frameRate,
63.85131249995902,None,0.28,21.231,,,,,2020_Sep_17_1702,torte,2020.1.3,60.07842637347683,
,,,,0.01525276922620833,None,,,,,,,
