key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,13.67294,space,2.40995,space,1.17431,space,5.91549,space,12.96218,space,33.781535,,Too slow :(,0,0,0,68,1,t1.png,t4.png,3,0.0000131,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,1,1,53,1,t3.png,t1.png,2,0.056466,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.95187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,2,2,101,1,t4.png,t5.png,1,0.90025,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.635025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,3,3,114,1,t2.png,t3.png,1,0.90855,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.236855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,4,4,73,1,t4.png,t2.png,2,0.059078,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.110205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,5,5,18,1,t4.png,t5.png,1,0.90025,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.18681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,6,6,99,1,t1.png,t5.png,4,9.55E-11,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.65272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,7,7,76,1,t3.png,t2.png,1,0.90855,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.17262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,8,8,90,1,t1.png,t5.png,4,9.55E-11,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.524305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,9,9,102,1,t4.png,t2.png,2,0.059078,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.787195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,10,10,100,1,t4.png,t5.png,1,0.90025,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.735875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,11,11,39,1,t3.png,t2.png,1,0.90855,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,12,12,32,1,t4.png,t5.png,1,0.90025,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.140705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,13,13,75,1,t1.png,t1.png,0,0.97829,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.069085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,14,14,10,1,t2.png,t3.png,1,0.90855,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.03979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,15,15,8,1,t3.png,t2.png,1,0.90855,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.729185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,16,16,22,1,t2.png,t3.png,1,0.90855,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.65302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,17,17,47,1,t4.png,t2.png,2,0.059078,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.65767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,18,18,86,1,t3.png,t1.png,2,0.056466,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.86833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,19,19,71,1,t5.png,t5.png,0,0.97829,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.930375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,20,20,74,1,t5.png,t4.png,1,0.9,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.81806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,21,21,13,1,t5.png,t5.png,0,0.97829,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.77061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,22,22,65,1,t4.png,t5.png,1,0.90025,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.95273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,23,23,30,1,t3.png,t1.png,2,0.056466,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,0.758205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,24,24,104,1,t2.png,t3.png,1,0.90855,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.252875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,25,25,28,1,t2.png,t3.png,1,0.909,19,Female ,2020-10-20_16h10.27.849,torte-q,2020.1.3,Win32,60,13197,1.13635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
