key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,l,1.51301,Correct!,0,30,30,117,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.431195,Correct!,0,31,31,74,1,t5.png,t4.png,1,0.9,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.797715,Correct!,0,32,32,70,1,t5.png,t5.png,0,0.978,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.13008,Incorrect,0,33,33,18,1,t4.png,t5.png,1,0.90025,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.92025,Correct!,0,34,34,58,1,t5.png,t4.png,1,0.90025,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.315115,Correct!,0,35,35,38,1,t3.png,t1.png,2,0.056466,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.95663,Correct!,0,36,36,19,1,t4.png,t2.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.863925,Correct!,0,37,37,30,1,t3.png,t1.png,2,0.056466,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.96282,Correct!,0,38,38,79,1,t3.png,t2.png,1,0.909,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,39,39,60,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,40,40,35,1,t1.png,t4.png,3,0.0000131,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.04624,Incorrect,0,41,41,104,1,t2.png,t3.png,1,0.90855,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.997105,Correct!,0,42,42,78,1,t1.png,t1.png,0,0.978,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,43,43,5,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.85539,Correct!,0,44,44,107,1,t1.png,t1.png,0,0.978,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.033325,Correct!,0,45,45,91,1,t1.png,t4.png,3,0.0000131,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,46,46,41,1,t3.png,t2.png,1,0.90855,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.89766,Correct!,0,47,47,40,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,48,48,99,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.080905,Correct!,0,49,49,0,1,t5.png,t1.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.133415,Correct!,0,50,50,67,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.205445,Correct!,0,51,51,90,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.81356,Correct!,0,52,52,108,1,t5.png,t1.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.267655,Correct!,0,53,53,47,1,t4.png,t2.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.95736,Correct!,0,54,54,1,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.08122,Correct!,0,55,55,80,1,t1.png,t4.png,3,0.0000131,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.828535,Correct!,0,56,56,62,1,t5.png,t5.png,0,0.978,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.83639,Correct!,0,57,57,29,1,t5.png,t5.png,0,0.97829,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.100905,Incorrect,0,58,58,9,1,t4.png,t5.png,1,0.9,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.617055,Correct!,0,59,59,112,1,t1.png,t1.png,0,0.97829,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.2636,Correct!,0,60,60,46,1,t4.png,t2.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,61,61,68,1,t1.png,t4.png,3,0.0000131,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.085375,Correct!,0,62,62,73,1,t4.png,t2.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.04651,Correct!,0,63,63,14,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.988435,Correct!,0,64,64,31,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.1804,Correct!,0,65,65,94,1,t5.png,t1.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.71275,Correct!,0,66,66,59,1,t5.png,t4.png,1,0.9,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.796045,Correct!,0,67,67,15,1,t3.png,t2.png,1,0.90855,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.016325,Incorrect,0,68,68,43,1,t4.png,t2.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.187355,Correct!,0,69,69,106,1,t2.png,t3.png,1,0.90855,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.23107,Incorrect,0,70,70,97,1,t5.png,t5.png,0,0.97829,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,71,71,8,1,t3.png,t2.png,1,0.90855,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.421525,Correct!,0,72,72,7,1,t4.png,t5.png,1,0.90025,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.93122,Correct!,0,73,73,89,1,t1.png,t4.png,3,0.0000131,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.51424,Incorrect,0,74,74,6,1,t1.png,t4.png,3,0.0000131,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.280325,Correct!,0,75,75,110,1,t4.png,t5.png,1,0.90025,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.654765,Correct!,0,76,76,53,1,t3.png,t1.png,2,0.056466,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.954285,Incorrect,0,77,77,69,1,t4.png,t2.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.99784,Correct!,0,78,78,118,1,t5.png,t5.png,0,0.978,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.19084,Correct!,0,79,79,23,1,t5.png,t4.png,1,0.90025,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.86871,Correct!,0,80,80,24,1,t4.png,t2.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.81503,Correct!,0,81,81,22,1,t2.png,t3.png,1,0.90855,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.472855,Correct!,0,82,82,4,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.9221,Correct!,0,83,83,57,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.91268,Correct!,0,84,84,21,1,t5.png,t4.png,1,0.90025,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.18032,Correct!,0,85,85,111,1,t5.png,t1.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.34756,Correct!,0,86,86,93,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.19943,Correct!,0,87,87,42,1,t5.png,t4.png,1,0.90025,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.617405,Correct!,0,88,88,10,1,t2.png,t3.png,1,0.90855,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.980955,Correct!,0,89,89,34,1,t5.png,t4.png,1,0.9,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.772705,Correct!,0,90,90,50,1,t5.png,t1.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.07987,Correct!,0,91,91,102,1,t4.png,t2.png,2,0.059078,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.181735,Correct!,0,92,92,87,1,t5.png,t1.png,4,9.55E-11,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.207005,Correct!,0,93,93,26,1,t4.png,t2.png,2,0.0591,19,female,2020-11-09_11h49.33.998,torte-q,2020.1.3,Win32,60,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
