key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,1.72537,space,0.539785,space,1.756665,space,0.509315,s,0.45661,s,29.09941,,Too slow :(,0,0,0,45,1,t3.png,t2.png,1,0.90855,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,1,1,61,1,t1.png,t4.png,3,0.0000131,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.07894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,2,2,94,1,t5.png,t1.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.450725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,3,3,85,1,t3.png,t2.png,1,0.90855,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.55864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,4,4,119,1,t1.png,t5.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.70282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,5,5,29,1,t5.png,t5.png,0,0.97829,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.97736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,6,6,107,1,t1.png,t1.png,0,0.978,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.480755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,7,7,40,1,t1.png,t5.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.71686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,8,8,68,1,t1.png,t4.png,3,0.0000131,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.678075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,9,9,65,1,t4.png,t5.png,1,0.90025,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.13751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,10,10,58,1,t5.png,t4.png,1,0.90025,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.002465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,11,11,67,1,t1.png,t5.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.666935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,12,12,47,1,t4.png,t2.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.924155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,13,13,110,1,t4.png,t5.png,1,0.90025,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.70171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,14,14,32,1,t4.png,t5.png,1,0.90025,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.47223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,15,15,36,1,t3.png,t1.png,2,0.0565,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.70775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,16,16,84,1,t1.png,t1.png,0,0.97829,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.933835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,17,17,101,1,t4.png,t5.png,1,0.90025,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.958965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,18,18,30,1,t3.png,t1.png,2,0.056466,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.591005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,19,19,73,1,t4.png,t2.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.54999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,20,20,90,1,t1.png,t5.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.55101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,21,21,117,1,t1.png,t5.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.55909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,22,22,82,1,t5.png,t1.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.51949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,23,23,109,1,t5.png,t5.png,0,0.97829,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,24,24,31,1,t1.png,t5.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.62864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,25,25,77,1,t1.png,t1.png,0,0.97829,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.858225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,26,26,33,1,t5.png,t1.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.446495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,27,27,27,1,t3.png,t1.png,2,0.0565,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.579205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,28,28,12,1,t5.png,t1.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.538965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,29,29,25,1,t5.png,t5.png,0,0.97829,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.091945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,30,30,23,1,t5.png,t4.png,1,0.90025,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.07865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,31,31,49,1,t4.png,t5.png,1,0.9,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.850425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,32,32,87,1,t5.png,t1.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.430715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,33,33,86,1,t3.png,t1.png,2,0.056466,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.492205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,34,34,59,1,t5.png,t4.png,1,0.9,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.943135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,35,35,42,1,t5.png,t4.png,1,0.90025,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.433395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,36,36,39,1,t3.png,t2.png,1,0.90855,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.58903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,37,37,115,1,t2.png,t4.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.475885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,38,38,76,1,t3.png,t2.png,1,0.90855,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.400075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,39,39,34,1,t5.png,t4.png,1,0.9,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.60568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,40,40,13,1,t5.png,t5.png,0,0.97829,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.45976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,41,41,89,1,t1.png,t4.png,3,0.0000131,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.680325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,42,42,103,1,t3.png,t1.png,2,0.056466,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.63562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,43,43,4,1,t1.png,t5.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.64069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,44,44,5,1,t2.png,t4.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.725665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,45,45,37,1,t1.png,t4.png,3,0.0000131,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.70316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,46,46,114,1,t2.png,t3.png,1,0.90855,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.609405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,47,47,56,1,t5.png,t1.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.37585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,48,48,21,1,t5.png,t4.png,1,0.90025,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.57524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,49,49,16,1,t5.png,t4.png,1,0.9,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.50284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,50,50,43,1,t4.png,t2.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.64122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,51,51,51,1,t3.png,t1.png,2,0.056466,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.59799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,52,52,108,1,t5.png,t1.png,4,9.55E-11,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.37288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,53,53,52,1,t2.png,t4.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.67649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,54,54,71,1,t5.png,t5.png,0,0.97829,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.33601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,55,55,95,1,t1.png,t1.png,0,0.978,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.512895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,56,56,63,1,t2.png,t3.png,1,0.909,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.57134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,57,57,64,1,t1.png,t1.png,0,0.978,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.730755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,58,58,83,1,t3.png,t1.png,2,0.056466,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.89217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,59,59,8,1,t3.png,t2.png,1,0.90855,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.56728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,60,60,72,1,t4.png,t2.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.27076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,61,61,75,1,t1.png,t1.png,0,0.97829,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.202575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,62,62,60,1,t2.png,t4.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.44988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,63,63,62,1,t5.png,t5.png,0,0.978,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.052915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,64,64,113,1,t5.png,t4.png,1,0.9,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.089385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,65,65,15,1,t3.png,t2.png,1,0.90855,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.580065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,66,66,24,1,t4.png,t2.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.62781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,67,67,14,1,t2.png,t4.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,1.049885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,68,68,96,1,t1.png,t1.png,0,0.97829,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.5738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,69,69,78,1,t1.png,t1.png,0,0.978,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.34107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,70,70,19,1,t4.png,t2.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.454175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,71,71,74,1,t5.png,t4.png,1,0.9,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.35443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,72,72,91,1,t1.png,t4.png,3,0.0000131,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.68353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,73,73,55,1,t2.png,t4.png,2,0.059078,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,2.022225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,74,74,80,1,t1.png,t4.png,3,0.0000131,22,Male,2020-10-22_14h33.39.268,torte-q,2020.1.3,Win32,60,13395,0.40012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
