key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,2.11655,space,0.00104,space,1.117235,space,1.953245,space,3.89979,space,33.610515,a,1.01864,Incorrect,0,0,0,93,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.184815,Correct!,0,1,1,74,1,t5.png,t4.png,1,0.9,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.897855,Correct!,0,2,2,54,1,t1.png,t5.png,4,9.55E-11,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.63525,Correct!,0,3,3,115,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.814635,Correct!,0,4,4,41,1,t3.png,t2.png,1,0.90855,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.731085,Correct!,0,5,5,23,1,t5.png,t4.png,1,0.90025,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.850615,Incorrect,0,6,6,7,1,t4.png,t5.png,1,0.90025,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.88373,Correct!,0,7,7,14,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.28827,Correct!,0,8,8,52,1,t2.png,t4.png,2,0.059078,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.99748,Incorrect,0,9,9,102,1,t4.png,t2.png,2,0.059078,19,female,2020-11-09_20h09.40.227,torte-q,2020.1.3,Win32,60,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
