key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,0.91727,space,0.29854,space,0.067515,space,0.39986,c,0.18855,space,33.501485,,Too slow :(,0,0,0,83,1,t3.png,t1.png,2,0.056466,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,1,1,37,1,t1.png,t4.png,3,0.0000131,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,1.011985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,2,2,51,1,t3.png,t1.png,2,0.056466,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,0.82867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,3,3,53,1,t3.png,t1.png,2,0.056466,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,0.89142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,4,4,79,1,t3.png,t2.png,1,0.909,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,1.06488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,5,5,108,1,t5.png,t1.png,4,9.55E-11,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,0.860005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,6,6,90,1,t1.png,t5.png,4,9.55E-11,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,0.95303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,7,7,99,1,t1.png,t5.png,4,9.55E-11,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,0.771245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,8,8,74,1,t5.png,t4.png,1,0.9,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,1.78453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,9,9,30,1,t3.png,t1.png,2,0.056466,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,1.66833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,10,10,77,1,t1.png,t1.png,0,0.97829,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,0.384535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,11,11,118,1,t5.png,t5.png,0,0.978,23,female,2020-10-22_08h23.52.526,torte-q,2020.1.3,MacIntel,60,13176,0.334495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
