key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,1.17848,space,8.76632,space,1.298065,space,10.39557,space,21.994655,space,51.234935,,Too slow :(,0,0,0,61,1,t1.png,t4.png,3,0.0000131,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,1,1,36,1,t3.png,t1.png,2,0.0565,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.316915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,2,2,75,1,t1.png,t1.png,0,0.97829,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.353285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,3,3,95,1,t1.png,t1.png,0,0.978,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.80026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,4,4,81,1,t1.png,t1.png,0,0.97829,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.990205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,5,5,103,1,t3.png,t1.png,2,0.056466,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.13433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,6,6,10,1,t2.png,t3.png,1,0.90855,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.450085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,7,7,86,1,t3.png,t1.png,2,0.056466,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.11236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,8,8,25,1,t5.png,t5.png,0,0.97829,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.89215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,9,9,110,1,t4.png,t5.png,1,0.90025,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.49061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,10,10,1,1,t2.png,t4.png,2,0.059078,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.13656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,11,11,16,1,t5.png,t4.png,1,0.9,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.707075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,12,12,11,1,t1.png,t4.png,3,0.0000131,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.858085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,13,13,119,1,t1.png,t5.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.628935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,14,14,77,1,t1.png,t1.png,0,0.97829,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.14542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,15,15,5,1,t2.png,t4.png,2,0.059078,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.349695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,16,16,112,1,t1.png,t1.png,0,0.97829,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.289205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,17,17,53,1,t3.png,t1.png,2,0.056466,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.12544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,18,18,111,1,t5.png,t1.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.85023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,19,19,4,1,t1.png,t5.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.900385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,20,20,118,1,t5.png,t5.png,0,0.978,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.273575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,21,21,64,1,t1.png,t1.png,0,0.978,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.980235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,22,22,85,1,t3.png,t2.png,1,0.90855,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.27059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,23,23,3,1,t1.png,t5.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,2.17408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,24,24,45,1,t3.png,t2.png,1,0.90855,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.55011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,25,25,107,1,t1.png,t1.png,0,0.978,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.936565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,26,26,48,1,t5.png,t5.png,0,0.97829,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.295805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,27,27,7,1,t4.png,t5.png,1,0.90025,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.56743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,28,28,57,1,t2.png,t4.png,2,0.059078,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,2.02925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,29,29,109,1,t5.png,t5.png,0,0.97829,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.06836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,30,30,37,1,t1.png,t4.png,3,0.0000131,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.43449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,31,31,65,1,t4.png,t5.png,1,0.90025,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.43903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,32,32,9,1,t4.png,t5.png,1,0.9,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.946195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,33,33,89,1,t1.png,t4.png,3,0.0000131,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.57233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,34,34,73,1,t4.png,t2.png,2,0.059078,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.39169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,35,35,31,1,t1.png,t5.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,36,36,42,1,t5.png,t4.png,1,0.90025,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.438445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,37,37,68,1,t1.png,t4.png,3,0.0000131,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.307265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,38,38,108,1,t5.png,t1.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.531275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,39,39,8,1,t3.png,t2.png,1,0.90855,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.218285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,40,40,72,1,t4.png,t2.png,2,0.059078,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.51679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,41,41,90,1,t1.png,t5.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.470895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,42,42,18,1,t4.png,t5.png,1,0.90025,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.285325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,43,43,14,1,t2.png,t4.png,2,0.059078,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.463885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,44,44,22,1,t2.png,t3.png,1,0.90855,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.25031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,45,45,20,1,t2.png,t3.png,1,0.90855,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.083745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,46,46,34,1,t5.png,t4.png,1,0.9,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,2.052545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,47,47,12,1,t5.png,t1.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.794395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,48,48,46,1,t4.png,t2.png,2,0.059078,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.100405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,49,49,23,1,t5.png,t4.png,1,0.90025,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.757685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,50,50,26,1,t4.png,t2.png,2,0.0591,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.650475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,51,51,19,1,t4.png,t2.png,2,0.059078,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.02894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,52,52,94,1,t5.png,t1.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.683785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,53,53,76,1,t3.png,t2.png,1,0.90855,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,0.533735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,54,54,30,1,t3.png,t1.png,2,0.056466,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.353795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,55,55,33,1,t5.png,t1.png,4,9.55E-11,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.725245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,56,56,29,1,t5.png,t5.png,0,0.97829,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.104575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,57,57,21,1,t5.png,t4.png,1,0.90025,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.426805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,58,58,63,1,t2.png,t3.png,1,0.909,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.13729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,59,59,39,1,t3.png,t2.png,1,0.90855,18,Female,2020-11-10_11h08.15.403,torte-q,2020.1.3,Win32,60,14051,1.53524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
