key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,0.94056,space,6.93734,space,2.523475,space,1.837165,space,13.482045,space,26.884925,a,1.293085,Incorrect,0,0,0,111,1,t5.png,t1.png,4,9.55E-11,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.31332,Incorrect,0,1,1,96,1,t1.png,t1.png,0,0.97829,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.423745,Incorrect,0,2,2,49,1,t4.png,t5.png,1,0.9,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.476695,Incorrect,0,3,3,56,1,t5.png,t1.png,4,9.55E-11,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.18286,Correct!,0,4,4,67,1,t1.png,t5.png,4,9.55E-11,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.805315,Incorrect,0,5,5,9,1,t4.png,t5.png,1,0.9,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,6,6,34,1,t5.png,t4.png,1,0.9,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.78072,Incorrect,0,7,7,66,1,t4.png,t5.png,1,0.9,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,8,8,79,1,t3.png,t2.png,1,0.909,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.571915,Correct!,0,9,9,17,1,t1.png,t4.png,3,0.0000131,19,male,2020-11-18_17h04.42.564,torte-q,2020.1.3,Win32,60,13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
