key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,12.562185,space,4.31729,space,0.436315,space,2.35535,space,15.44198,a,35.54209,a,0.912745,Incorrect,0,0,0,55,1,t2.png,t4.png,2,0.059078,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.838,Correct!,0,1,1,45,1,t3.png,t2.png,1,0.90855,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.38315,Incorrect,0,2,2,62,1,t5.png,t5.png,0,0.978,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.266855,Correct!,0,3,3,113,1,t5.png,t4.png,1,0.9,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,4,4,97,1,t5.png,t5.png,0,0.97829,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.153355,Incorrect,0,5,5,77,1,t1.png,t1.png,0,0.97829,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.217455,Correct!,0,6,6,7,1,t4.png,t5.png,1,0.90025,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.93732,Correct!,0,7,7,61,1,t1.png,t4.png,3,0.0000131,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.866785,Correct!,0,8,8,89,1,t1.png,t4.png,3,0.0000131,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.11811,Incorrect,0,9,9,18,1,t4.png,t5.png,1,0.90025,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.434255,Correct!,0,10,10,84,1,t1.png,t1.png,0,0.97829,20,Male,2020-11-06_11h00.09.543,torte-q,2020.1.3,MacIntel,60,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
