key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t2.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.643465,,,,,,,,,,,,,,0,55,55,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.0591,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.73964,,,,,,,,,,,,,,0,56,56,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.734555,,,,,,,,,,,,,,0,57,57,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.583205,,,,,,,,,,,,,,0,58,58,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.881785,,,,,,,,,,,,,,0,59,59,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.66314,,,,,,,,,,,,,,0,60,60,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t2.png,2,0.059078,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.983865,,,,,,,,,,,,,,0,61,61,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t4.png,t5.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.70104,,,,,,,,,,,,,,0,62,62,103,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t3.png,t1.png,2,0.0565,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.630735,,,,,,,,,,,,,,0,63,63,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t5.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.514595,,,,,,,,,,,,,,0,64,64,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.150295,,,,,,,,,,,,,,0,65,65,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.5464,,,,,,,,,,,,,,0,66,66,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t2.png,t1.png,1,0.9,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.938345,,,,,,,,,,,,,,0,67,67,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t4.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.596785,,,,,,,,,,,,,,0,68,68,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t3.png,1,0.909,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.619995,,,,,,,,,,,,,,0,69,69,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t2.png,0,0.981,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.329955,,,,,,,,,,,,,,0,70,70,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t5.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.629265,,,,,,,,,,,,,,0,71,71,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t4.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.619335,,,,,,,,,,,,,,0,72,72,107,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.001005,,,,,,,,,,,,,,0,73,73,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.450835,,,,,,,,,,,,,,0,74,74,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t5.png,t5.png,0,0.978,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.98462,,,,,,,,,,,,,,0,75,75,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t3.png,t4.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.81253,,,,,,,,,,,,,,0,76,76,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t2.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.817305,,,,,,,,,,,,,,0,77,77,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t5.png,1,0.9,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.20946,,,,,,,,,,,,,,0,78,78,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.85516,,,,,,,,,,,,,,0,79,79,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t2.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.79511,,,,,,,,,,,,,,0,80,80,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.564735,,,,,,,,,,,,,,0,81,81,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.783945,,,,,,,,,,,,,,0,82,82,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t3.png,t2.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.88975,,,,,,,,,,,,,,0,83,83,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.97829,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.586,,,,,,,,,,,,,,0,84,84,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.169435,,,,,,,,,,,,,,0,85,85,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t4.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.528375,,,,,,,,,,,,,,0,86,86,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t5.png,t5.png,0,0.97829,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.162315,,,,,,,,,,,,,,0,87,87,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t4.png,1,0.9,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.153945,,,,,,,,,,,,,,0,88,88,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.97829,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.67284,,,,,,,,,,,,,,0,89,89,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t5.png,2,0.0565,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.601,,,,,,,,,,,,,,0,90,90,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.929775,,,,,,,,,,,,,,0,91,91,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t5.png,2,0.0565,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.628565,,,,,,,,,,,,,,0,92,92,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t3.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.72954,,,,,,,,,,,,,,0,93,93,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t3.png,t1.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.4692,,,,,,,,,,,,,,0,94,94,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.601215,,,,,,,,,,,,,,0,95,95,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.978,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.41237,,,,,,,,,,,,,,0,96,96,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t3.png,t2.png,1,0.909,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.69577,,,,,,,,,,,,,,0,97,97,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t4.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.43472,,,,,,,,,,,,,,0,98,98,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.855215,,,,,,,,,,,,,,0,99,99,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t3.png,t4.png,1,0.909,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.73454,,,,,,,,,,,,,,0,100,100,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.66339,,,,,,,,,,,,,,0,101,101,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t3.png,2,0.0565,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.66804,,,,,,,,,,,,,,0,102,102,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t4.png,0,0.98115,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.684495,,,,,,,,,,,,,,0,103,103,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t3.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.484625,,,,,,,,,,,,,,0,104,104,111,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t3.png,t1.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.534225,,,,,,,,,,,,,,0,105,105,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.767715,,,,,,,,,,,,,,0,106,106,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.628285,,,,,,,,,,,,,,0,107,107,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.751145,,,,,,,,,,,,,,0,108,108,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t4.png,t2.png,2,0.0591,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.94038,,,,,,,,,,,,,,0,109,109,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t3.png,1,0.909,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.949365,,,,,,,,,,,,,,0,110,110,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t3.png,t1.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.97622,,,,,,,,,,,,,,0,111,111,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.639815,,,,,,,,,,,,,,0,112,112,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.573495,,,,,,,,,,,,,,0,113,113,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.978,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.30139,,,,,,,,,,,,,,0,114,114,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t4.png,1,0.90025,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,1.18023,,,,,,,,,,,,,,0,115,115,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.44184,,,,,,,,,,,,,,0,116,116,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t5.png,0,0.97829,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.78961,,,,,,,,,,,,,,0,117,117,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t3.png,1,0.90855,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.762485,,,,,,,,,,,,,,0,118,118,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t5.png,2,0.056466,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,0.85037,,,,,,,,,,,,,,0,119,119,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,19,female,2020-10-13_20h20.57.075,torte-q,2020.1.3,Win32,60,,space,1.307585,,,,,,,,,,,,,,,,,3.960000153,4.5231,-57.33331597,64.33330582,1,0,0,s3,24.00001979,-18.33334297,1,0,0,t3,196.0000249,-96.33334529,1,0,0,proceed,space,3.25177,space,0.05529,space,0.783925
