text_44.started,text_44.stopped,rating.response,rating.rt,rating.started,rating.stopped,age,gender,date,expName,psychopyVersion,frameRate,
9.798339900095016,None,6.985,3.5438924999907613,9.798339900095016,None,,,,,,,
