key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,3.12056,space,9.362335,space,0.98832,space,6.379105,space,32.46134,space,85.28863,,Too slow :(,0,0,0,57,1,t2.png,t4.png,2,0.059078,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,1,1,77,1,t1.png,t1.png,0,0.97829,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.52813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,2,2,113,1,t5.png,t4.png,1,0.9,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.834665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,3,3,91,1,t1.png,t4.png,3,0.0000131,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.990185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,4,4,65,1,t4.png,t5.png,1,0.90025,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,1.580635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,5,5,4,1,t1.png,t5.png,4,9.55E-11,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.996725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,6,6,117,1,t1.png,t5.png,4,9.55E-11,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.82229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,7,7,26,1,t4.png,t2.png,2,0.0591,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.748795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,8,8,89,1,t1.png,t4.png,3,0.0000131,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.780165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,9,9,53,1,t3.png,t1.png,2,0.056466,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.974145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,10,10,71,1,t5.png,t5.png,0,0.97829,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.685385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,11,11,30,1,t3.png,t1.png,2,0.056466,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.874875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,12,12,85,1,t3.png,t2.png,1,0.90855,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.991035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,13,13,21,1,t5.png,t4.png,1,0.90025,20,female,2020-11-11_23h51.08.927,torte-q,2020.1.3,Win32,60,12914,0.955615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
