key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,40.493555,space,9.73586,space,7.092385,space,9.84071,space,14.25244,space,29.79524,,Too slow :(,0,0,0,75,1,t1.png,t1.png,0,0.97829,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,1,1,115,1,t2.png,t4.png,2,0.059078,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,1.467655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,2,2,50,1,t5.png,t1.png,4,9.55E-11,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,0.7847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,3,3,33,1,t5.png,t1.png,4,9.55E-11,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,0.63537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,4,4,81,1,t1.png,t1.png,0,0.97829,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,1.96764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,5,5,113,1,t5.png,t4.png,1,0.9,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,6,6,20,1,t2.png,t3.png,1,0.90855,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,1.20035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,7,7,46,1,t4.png,t2.png,2,0.059078,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,8,8,104,1,t2.png,t3.png,1,0.90855,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,0.809385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,9,9,0,1,t5.png,t1.png,4,9.55E-11,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,2.44345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,10,10,74,1,t5.png,t4.png,1,0.9,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,1.94393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,11,11,10,1,t2.png,t3.png,1,0.90855,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,2.06832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,12,12,112,1,t1.png,t1.png,0,0.97829,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,2.01713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,13,13,21,1,t5.png,t4.png,1,0.90025,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,1.68763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,14,14,51,1,t3.png,t1.png,2,0.056466,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,1.72091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,15,15,39,1,t3.png,t2.png,1,0.90855,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,1.55258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,16,16,34,1,t5.png,t4.png,1,0.9,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,1.400165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,17,17,77,1,t1.png,t1.png,0,0.97829,20,Female,2020-11-18_20h10.38.787,torte-q,2020.1.3,Win32,60,14047,1.154835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
