key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,l,Incorrect,0,72,72,63,1,t2.png,t3.png,1,0.909,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.131575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,73,73,5,1,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.06503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,74,74,47,1,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.88944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,75,75,3,1,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.90651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,76,76,53,1,t3.png,t1.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.130185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,77,77,30,1,t3.png,t1.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.851655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,78,78,65,1,t4.png,t5.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.938745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,79,79,66,1,t4.png,t5.png,1,0.9,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.13407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,80,80,80,1,t1.png,t4.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.78407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,81,81,17,1,t1.png,t4.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.71909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,82,82,36,1,t3.png,t1.png,2,0.0565,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.726275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,83,83,50,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.797365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,84,84,46,1,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,2.42605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,85,85,40,1,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.58153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,86,86,23,1,t5.png,t4.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.085915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,87,87,81,1,t1.png,t1.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.74953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,88,88,79,1,t3.png,t2.png,1,0.909,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.71731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,89,89,11,1,t1.png,t4.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.148885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,90,90,15,1,t3.png,t2.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,91,91,62,1,t5.png,t5.png,0,0.978,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.907495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,92,92,91,1,t1.png,t4.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.86503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,93,93,59,1,t5.png,t4.png,1,0.9,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.32613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,94,94,19,1,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.63157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,95,95,78,1,t1.png,t1.png,0,0.978,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,2.13126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,96,96,84,1,t1.png,t1.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.82179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,97,97,97,1,t5.png,t5.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.31446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,98,98,95,1,t1.png,t1.png,0,0.978,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.91501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,99,99,112,1,t1.png,t1.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.648285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,100,100,55,1,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.11449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,101,101,110,1,t4.png,t5.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.44081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,102,102,54,1,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.672425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,103,103,82,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.034775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,104,104,25,1,t5.png,t5.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.432465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,105,105,24,1,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.22089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,106,106,56,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,107,107,60,1,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,2.07312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,108,108,16,1,t5.png,t4.png,1,0.9,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.072515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,109,109,71,1,t5.png,t5.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.97511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,110,110,67,1,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.537035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,111,111,119,1,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.84937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,112,112,69,1,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.773335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,113,113,13,1,t5.png,t5.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.85537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,114,114,87,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.97897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,115,115,90,1,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.551855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,116,116,88,1,t3.png,t1.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.13132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,117,117,98,1,t2.png,t4.png,2,0.0591,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.03244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,118,118,1,1,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.7393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,119,119,52,1,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,,l,2.06467,j,23.23789,0,0,0,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,2.342165,,,,,0,1,1,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t1.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.958125,,,,,0,2,2,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t3.png,t2.png,1,0.909,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,2.35052,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t5.png,t3.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,,,,,,0,4,4,108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t2.png,0,0.98115,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.224195,,,,,0,5,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t1.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.081935,,,,,0,6,6,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t5.png,t4.png,1,0.9,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,,,,,,0,7,7,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.117565,,,,,0,8,8,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.13267,,,,,0,9,9,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.815295,,,,,0,10,10,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t5.png,t2.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.99121,,,,,0,11,11,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.081675,,,,,0,12,12,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t5.png,t2.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.84222,,,,,0,13,13,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.0591,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.01906,,,,,0,14,14,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t1.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.86827,,,,,0,15,15,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t1.png,2,0.0565,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.780165,,,,,0,16,16,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.83719,,,,,0,17,17,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t1.png,1,0.9,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.901885,,,,,0,18,18,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t1.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.69218,,,,,0,19,19,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t5.png,t5.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.624395,,,,,0,20,20,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,,,,,,0,21,21,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t5.png,1,0.9,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,2.04072,,,,,0,22,22,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t4.png,t2.png,2,0.0591,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.3317,,,,,0,23,23,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t4.png,t1.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.048305,,,,,0,24,24,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t5.png,t2.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,,,,,,0,25,25,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t2.png,t5.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,,,,,,0,26,26,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.84835,,,,,0,27,27,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t3.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,2.231115,,,,,0,28,28,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.28653,,,,,0,29,29,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t2.png,0,0.981,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.364945,,,,,0,30,30,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t1.png,t3.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,,,,,,0,31,31,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t4.png,t1.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,2.447795,,,,,0,32,32,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t2.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.817105,,,,,0,33,33,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t2.png,0,0.98115,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.849155,,,,,0,34,34,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
