key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,l,Correct!,0,20,20,37,1,t1.png,t4.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.951525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,21,21,92,1,t2.png,t3.png,1,0.909,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,2.03401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,22,22,99,1,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.22499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,23,23,9,1,t4.png,t5.png,1,0.9,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,24,24,74,1,t5.png,t4.png,1,0.9,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.88069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,25,25,111,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.69433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,26,26,89,1,t1.png,t4.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.634225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,27,27,100,1,t4.png,t5.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.55131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,28,28,27,1,t3.png,t1.png,2,0.0565,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.83159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,29,29,109,1,t5.png,t5.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.93551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,30,30,77,1,t1.png,t1.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.073375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,31,31,86,1,t3.png,t1.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.9861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,32,32,61,1,t1.png,t4.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.62023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,33,33,105,1,t3.png,t2.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.84724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,34,34,32,1,t4.png,t5.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.57372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,35,35,116,1,t5.png,t4.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.542995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,36,36,83,1,t3.png,t1.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.97139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,37,37,114,1,t2.png,t3.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.89846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,38,38,35,1,t1.png,t4.png,3,0.0000131,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.317015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,39,39,73,1,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.98768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,40,40,113,1,t5.png,t4.png,1,0.9,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.53073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,41,41,72,1,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.224245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,42,42,33,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.864625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,43,43,118,1,t5.png,t5.png,0,0.978,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.33129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,44,44,38,1,t3.png,t1.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.44842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,45,45,21,1,t5.png,t4.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.63442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,46,46,106,1,t2.png,t3.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,47,47,93,1,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.741825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,48,48,0,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.79925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,49,49,115,1,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.101775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,50,50,41,1,t3.png,t2.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.85342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,51,51,51,1,t3.png,t1.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.302475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,52,52,70,1,t5.png,t5.png,0,0.978,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,53,53,45,1,t3.png,t2.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.61811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,54,54,8,1,t3.png,t2.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.397555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,55,55,94,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.52467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,56,56,64,1,t1.png,t1.png,0,0.978,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.78515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,57,57,10,1,t2.png,t3.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.45285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,58,58,57,1,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.066565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,59,59,102,1,t4.png,t2.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.748195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,60,60,58,1,t5.png,t4.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.706785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,61,61,20,1,t2.png,t3.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.365175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,62,62,104,1,t2.png,t3.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.29492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,63,63,4,1,t1.png,t5.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.039245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,64,64,108,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.78825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,65,65,12,1,t5.png,t1.png,4,9.55E-11,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.748405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,66,66,101,1,t4.png,t5.png,1,0.90025,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.097385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,67,67,103,1,t3.png,t1.png,2,0.056466,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,0.8492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,68,68,39,1,t3.png,t2.png,1,0.90855,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.12306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,69,69,75,1,t1.png,t1.png,0,0.97829,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.26457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,70,70,14,1,t2.png,t4.png,2,0.059078,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.20017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,71,71,107,1,t1.png,t1.png,0,0.978,52,Female,2020-12-01_12h30.17.864,torte-2b,2020.1.3,Win32,60,14114,1.247745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
