key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,key_resp_5.rt,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,15.238105,space,4.223825,space,3.046585,space,3.01373,space,21.59929,space,35.91822,,Too slow :(,0,0,0,71,1,t5.png,t5.png,0,0.97829,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,1,1,119,1,t1.png,t5.png,4,9.55E-11,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,1.12955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,2,2,98,1,t2.png,t4.png,2,0.0591,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,2.032685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,3,3,103,1,t3.png,t1.png,2,0.056466,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,1.85574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,4,4,113,1,t5.png,t4.png,1,0.9,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,5,5,63,1,t2.png,t3.png,1,0.909,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,0.664925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,6,6,68,1,t1.png,t4.png,3,0.0000131,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,1.247125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,7,7,83,1,t3.png,t1.png,2,0.056466,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,1.96649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,8,8,118,1,t5.png,t5.png,0,0.978,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,0.86486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,9,9,81,1,t1.png,t1.png,0,0.97829,19,Female,2020-09-25_19h13.44.167,torte-2b,2020.1.3,Win32,60,13254,1.50538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
