key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,key_resp_5.rt,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,23.894415,space,23.515945,space,14.41567,space,14.23541,space,24.170715,space,113.00003,l,0.96317,Incorrect,0,0,0,15,1,t2.png,t3.png,1,0.90855,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.17098,Incorrect,0,1,1,110,1,t4.png,t5.png,1,0.90025,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.420205,Correct!,0,2,2,103,1,t4.png,t1.png,3,0.059078,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.692995,Incorrect,0,3,3,12,1,t5.png,t5.png,0,0.97829,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.935275,Incorrect,0,4,4,41,1,t4.png,t5.png,1,0.90025,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.215075,Incorrect,0,5,5,104,1,t4.png,t5.png,1,0.90025,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.039,Incorrect,0,6,6,109,1,t5.png,t5.png,0,0.97829,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.04535,Incorrect,0,7,7,78,1,t1.png,t4.png,3,0.0000131,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.105655,Correct!,0,8,8,112,1,t5.png,t4.png,1,0.90025,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.41829,Correct!,0,9,9,114,1,t5.png,t4.png,1,0.90025,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.912685,Incorrect,0,10,10,111,1,t1.png,t1.png,0,0.97829,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.081265,Incorrect,0,11,11,66,1,t5.png,t1.png,4,9.55E-11,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.020475,Incorrect,0,12,12,56,1,t2.png,t3.png,1,0.90855,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.790605,Correct!,0,13,13,26,1,t1.png,t5.png,4,9.55E-11,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.352955,Correct!,0,14,14,91,1,t5.png,t4.png,1,0.90025,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.052845,Correct!,0,15,15,90,1,t4.png,t5.png,1,0.90025,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.889275,Incorrect,0,16,16,30,1,t2.png,t3.png,1,0.90855,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.422275,Incorrect,0,17,17,99,1,t4.png,t1.png,3,0.059078,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.861005,Correct!,0,18,18,22,1,t5.png,t5.png,0,0.97829,19,Female,2020-08-21_14h15.59.760,torte-2b,2020.1.3,Win32,60,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
