key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,a,0.816745,Correct!,0,51,51,70,1,t5.png,t5.png,0,0.978,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.59832,Incorrect,0,52,52,5,1,t2.png,t4.png,2,0.059078,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.60727,Incorrect,0,53,53,108,1,t5.png,t1.png,4,9.55E-11,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.40092,Correct!,0,54,54,1,1,t2.png,t4.png,2,0.059078,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.509345,Incorrect,0,55,55,36,1,t3.png,t1.png,2,0.0565,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.648535,Incorrect,0,56,56,110,1,t4.png,t5.png,1,0.90025,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.452395,Incorrect,0,57,57,51,1,t3.png,t1.png,2,0.056466,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.58254,Incorrect,0,58,58,92,1,t2.png,t3.png,1,0.909,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.703595,Incorrect,0,59,59,94,1,t5.png,t1.png,4,9.55E-11,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.732355,Incorrect,0,60,60,101,1,t4.png,t5.png,1,0.90025,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.77406,Correct!,0,61,61,61,1,t1.png,t4.png,3,0.0000131,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.807395,Correct!,0,62,62,68,1,t1.png,t4.png,3,0.0000131,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.482515,Correct!,0,63,63,67,1,t1.png,t5.png,4,9.55E-11,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.06816,Correct!,0,64,64,32,1,t4.png,t5.png,1,0.90025,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.298355,Correct!,0,65,65,26,1,t4.png,t2.png,2,0.0591,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.160205,Correct!,0,66,66,65,1,t4.png,t5.png,1,0.90025,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.753564999,Correct!,0,67,67,86,1,t3.png,t1.png,2,0.056466,19,female,2020-09-28_10h39.02.218,torte-2b,2020.1.3,Win32,60,13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
