key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,l,Correct!,0,54,54,74,1,t5.png,t4.png,1,0.9,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.205965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,55,55,89,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.535755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,56,56,81,1,t1.png,t1.png,0,0.97829,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.761045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,57,57,92,1,t2.png,t3.png,1,0.909,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.28588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,58,58,58,1,t5.png,t4.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.62168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,59,59,3,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.607915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,60,60,90,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.583645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,61,61,82,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.901285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,62,62,102,1,t4.png,t2.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.78545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,63,63,62,1,t5.png,t5.png,0,0.978,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.20222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,64,64,55,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.066835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,65,65,40,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.22512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,66,66,0,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.28431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,67,67,6,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.79121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,68,68,38,1,t3.png,t1.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,69,69,110,1,t4.png,t5.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.034685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,70,70,50,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.98599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,71,71,118,1,t5.png,t5.png,0,0.978,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.084135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,72,72,26,1,t4.png,t2.png,2,0.0591,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.33519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,73,73,112,1,t1.png,t1.png,0,0.97829,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.899745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,74,74,100,1,t4.png,t5.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.43342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,75,75,85,1,t3.png,t2.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.6583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,76,76,14,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.851145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
