key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,a,Incorrect,0,77,77,27,1,t3.png,t1.png,2,0.0565,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.16809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,78,78,108,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.65472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,79,79,79,1,t3.png,t2.png,1,0.909,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.301805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,80,80,5,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.809835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,81,81,60,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.933965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,82,82,106,1,t2.png,t3.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.76605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,83,83,111,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,84,84,107,1,t1.png,t1.png,0,0.978,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.89277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,85,85,103,1,t3.png,t1.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.250765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,86,86,56,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.90397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,87,87,21,1,t5.png,t4.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.533855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,88,88,57,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,89,89,98,1,t2.png,t4.png,2,0.0591,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.575325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,0,90,90,11,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,91,91,67,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.831215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,92,92,8,1,t3.png,t2.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,2.03299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,93,93,35,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.29212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,94,94,2,1,t3.png,t2.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.736845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,95,95,68,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.43553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,96,96,83,1,t3.png,t1.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.121665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,97,97,48,1,t5.png,t5.png,0,0.97829,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.12834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,98,98,37,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.75462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,99,99,119,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.75048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,100,100,71,1,t5.png,t5.png,0,0.97829,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.755445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,101,101,91,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.230905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,102,102,109,1,t5.png,t5.png,0,0.97829,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.849665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,103,103,7,1,t4.png,t5.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.136705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,104,104,54,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.414825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,105,105,42,1,t5.png,t4.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.88211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,106,106,12,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,2.199975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,107,107,101,1,t4.png,t5.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.07766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,108,108,94,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.15101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,109,109,9,1,t4.png,t5.png,1,0.9,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.80271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,110,110,88,1,t3.png,t1.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.9331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,111,111,116,1,t5.png,t4.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.34149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,112,112,104,1,t2.png,t3.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.42847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,113,113,117,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.34192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,114,114,31,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.641345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,115,115,76,1,t3.png,t2.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.144005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,116,116,77,1,t1.png,t1.png,0,0.97829,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.951865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,117,117,47,1,t4.png,t2.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,2.27375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,118,118,34,1,t5.png,t4.png,1,0.9,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.25609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,119,119,114,1,t2.png,t3.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.73729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t1.png,1,0.9,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.45297,space,1.64671,space,2.244555,0,0,0,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t2.png,t2.png,0,0.981,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.15998,,,,,0,1,1,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t4.png,t2.png,2,0.0591,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,2.15593,,,,,0,2,2,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t2.png,t3.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,2.358475,,,,,0,3,3,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t5.png,t2.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.332545,,,,,0,4,4,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t4.png,0,0.98115,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.900895,,,,,0,5,5,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t1.png,t2.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,2.151675,,,,,0,6,6,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t4.png,t2.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.590175,,,,,0,7,7,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t1.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.00747,,,,,0,8,8,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t5.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.80676,,,,,0,9,9,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t3.png,t5.png,2,0.0565,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.15641,,,,,0,10,10,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t2.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.711995,,,,,0,11,11,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t1.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.28515,,,,,0,12,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.973595,,,,,0,13,13,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t5.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.16473,,,,,0,14,14,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t5.png,0,0.978,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.906885,,,,,0,15,15,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t4.png,t4.png,0,0.98115,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,2.08792,,,,,0,16,16,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.42136,,,,,0,17,17,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t5.png,t3.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.555435,,,,,0,18,18,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t5.png,t3.png,2,0.0565,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,,,,,,0,19,19,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t4.png,t2.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.24773,,,,,0,20,20,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t2.png,t1.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.597365,,,,,0,21,21,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t1.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.732795,,,,,0,22,22,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t3.png,t2.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.86909,,,,,0,23,23,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t2.png,t2.png,0,0.98115,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.133775,,,,,0,24,24,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t5.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.807055,,,,,0,25,25,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t3.png,t1.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,2.320635,,,,,0,26,26,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t2.png,t4.png,2,0.059078,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.866475,,,,,0,27,27,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t4.png,1,0.90025,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,0.889565,,,,,0,28,28,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t3.png,t4.png,1,0.909,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,2.45199,,,,,0,29,29,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t5.png,t3.png,2,0.056466,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,,,,,,0,30,30,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t3.png,t2.png,1,0.909,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.952195,,,,,0,31,31,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.43334,,,,,0,32,32,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t5.png,t2.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.28469,,,,,0,33,33,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,,,,,,t4.png,t4.png,0,0.98115,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.44191,,,,,0,34,34,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Too slow :(,,,,,,t4.png,t3.png,1,0.90855,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,,,,,,0,35,35,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,,,,,,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.11787,,,,,0,36,36,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t3.png,t4.png,1,0.909,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.76678,,,,,0,37,37,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,,,,,,t5.png,t5.png,0,0.97829,20,female,2020-09-28_21h38.56.757,torte-2b,2020.1.3,MacIntel,60,13315,1.02469,,,,,0,38,38,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
