key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,602.36176,space,0.675445,space,0.66716,space,0.4127,c,2.6835,space,13.13369,l,1.08249,Incorrect,0,0,0,112,1,t1.png,t1.png,0,0.97829,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.819255,Incorrect,0,1,1,92,1,t2.png,t3.png,1,0.909,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.634495,Correct!,0,2,2,99,1,t1.png,t5.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.5013,Incorrect,0,3,3,111,1,t5.png,t1.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.535025,Correct!,0,4,4,89,1,t1.png,t4.png,3,0.0000131,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.66788,Correct!,0,5,5,58,1,t5.png,t4.png,1,0.90025,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.10172,Correct!,0,6,6,27,1,t3.png,t1.png,2,0.0565,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.63677,Incorrect,0,7,7,12,1,t5.png,t1.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.550535,Correct!,0,8,8,36,1,t3.png,t1.png,2,0.0565,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.184455,Correct!,0,9,9,115,1,t2.png,t4.png,2,0.059078,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.01749,Correct!,0,10,10,33,1,t5.png,t1.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.501835,Correct!,0,11,11,48,1,t5.png,t5.png,0,0.97829,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.717815,Correct!,0,12,12,3,1,t1.png,t5.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.750745,Correct!,0,13,13,37,1,t1.png,t4.png,3,0.0000131,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.65146,Correct!,0,14,14,31,1,t1.png,t5.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.151075,Incorrect,0,15,15,102,1,t4.png,t2.png,2,0.059078,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.87021,Incorrect,0,16,16,15,1,t3.png,t2.png,1,0.90855,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.568095,Correct!,0,17,17,14,1,t2.png,t4.png,2,0.059078,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.68567,Incorrect,0,18,18,49,1,t4.png,t5.png,1,0.9,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.801045,Incorrect,0,19,19,0,1,t5.png,t1.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.351865,Correct!,0,20,20,52,1,t2.png,t4.png,2,0.059078,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.539635,Correct!,0,21,21,4,1,t1.png,t5.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.53575,Correct!,0,22,22,40,1,t1.png,t5.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.851355,Incorrect,0,23,23,56,1,t5.png,t1.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.13465,Incorrect,0,24,24,105,1,t3.png,t2.png,1,0.90855,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.500515,Correct!,0,25,25,17,1,t1.png,t4.png,3,0.0000131,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.61898,Correct!,0,26,26,67,1,t1.png,t5.png,4,9.55E-11,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.95119,Correct!,0,27,27,74,1,t5.png,t4.png,1,0.9,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.634355,Incorrect,0,28,28,76,1,t3.png,t2.png,1,0.90855,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.555575,Incorrect,0,29,29,28,1,t2.png,t3.png,1,0.909,24,female,2020-08-26_11h10.47.139,torte-2b,2020.1.3,MacIntel,60,13404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
