key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,a,0.35075,Incorrect,0,10,10,67,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.00088,Correct!,0,11,11,87,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,12,12,29,1,t5.png,t5.png,0,0.97829,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.73346,Incorrect,0,13,13,81,1,t1.png,t1.png,0,0.97829,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.67032,Incorrect,0,14,14,9,1,t4.png,t5.png,1,0.9,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.35099,Incorrect,0,15,15,75,1,t1.png,t1.png,0,0.97829,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.36814,Correct!,0,16,16,118,1,t5.png,t5.png,0,0.978,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.416855,Correct!,0,17,17,64,1,t1.png,t1.png,0,0.978,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.332955,Correct!,0,18,18,31,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.39247,Correct!,0,19,19,14,1,t2.png,t4.png,2,0.059078,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.40077,Correct!,0,20,20,21,1,t5.png,t4.png,1,0.90025,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.16556,Correct!,0,21,21,52,1,t2.png,t4.png,2,0.059078,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.41629,Correct!,0,22,22,13,1,t5.png,t5.png,0,0.97829,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.33407,Incorrect,0,23,23,79,1,t3.png,t2.png,1,0.909,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.557475,Correct!,0,24,24,68,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.566765,Correct!,0,25,25,18,1,t4.png,t5.png,1,0.90025,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.31742,Incorrect,0,26,26,50,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.31768,Incorrect,0,27,27,48,1,t5.png,t5.png,0,0.97829,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.56797,Incorrect,0,28,28,7,1,t4.png,t5.png,1,0.90025,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.267395,Correct!,0,29,29,57,1,t2.png,t4.png,2,0.059078,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.9008,Incorrect,0,30,30,89,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.384085,Incorrect,0,31,31,84,1,t1.png,t1.png,0,0.97829,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.30055,Correct!,0,32,32,86,1,t3.png,t1.png,2,0.056466,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.451365,Incorrect,0,33,33,51,1,t3.png,t1.png,2,0.056466,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.535835,Incorrect,0,34,34,23,1,t5.png,t4.png,1,0.90025,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.950815,Incorrect,0,35,35,105,1,t3.png,t2.png,1,0.90855,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.9705,Correct!,0,36,36,10,1,t2.png,t3.png,1,0.90855,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.950365,Correct!,0,37,37,37,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.801885,Correct!,0,38,38,16,1,t5.png,t4.png,1,0.9,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.400815,Incorrect,0,39,39,32,1,t4.png,t5.png,1,0.90025,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.53386,Incorrect,0,40,40,41,1,t3.png,t2.png,1,0.90855,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.88521,Incorrect,0,41,41,26,1,t4.png,t2.png,2,0.0591,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.133675,Incorrect,0,42,42,8,1,t3.png,t2.png,1,0.90855,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.00107,Incorrect,0,43,43,69,1,t4.png,t2.png,2,0.059078,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.619535,Correct!,0,44,44,30,1,t3.png,t1.png,2,0.056466,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.48526,Incorrect,0,45,45,20,1,t2.png,t3.png,1,0.90855,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.66687,Correct!,0,46,46,59,1,t5.png,t4.png,1,0.9,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.453395,Correct!,0,47,47,36,1,t3.png,t1.png,2,0.0565,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.78864,Incorrect,0,48,48,0,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,0,49,49,54,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.13493,Correct!,0,50,50,12,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.55056,Incorrect,0,51,51,103,1,t3.png,t1.png,2,0.056466,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.366085,Incorrect,0,52,52,15,1,t3.png,t2.png,1,0.90855,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.84991,Correct!,0,53,53,63,1,t2.png,t3.png,1,0.909,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.38399,Correct!,0,54,54,5,1,t2.png,t4.png,2,0.059078,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.450825,Correct!,0,55,55,19,1,t4.png,t2.png,2,0.059078,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.368675,Incorrect,0,56,56,73,1,t4.png,t2.png,2,0.059078,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.400285,Correct!,0,57,57,11,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.301635,Incorrect,0,58,58,108,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.53426,Incorrect,0,59,59,104,1,t2.png,t3.png,1,0.90855,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.850775,Correct!,0,60,60,42,1,t5.png,t4.png,1,0.90025,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.769635,Incorrect,0,61,61,74,1,t5.png,t4.png,1,0.9,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.268405,Incorrect,0,62,62,117,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.56739,Incorrect,0,63,63,95,1,t1.png,t1.png,0,0.978,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.28907,Incorrect,0,64,64,60,1,t2.png,t4.png,2,0.059078,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.35169,Incorrect,0,65,65,112,1,t1.png,t1.png,0,0.97829,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.28453,Incorrect,0,66,66,40,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.219595,Correct!,0,67,67,115,1,t2.png,t4.png,2,0.059078,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.351455,Correct!,0,68,68,25,1,t5.png,t5.png,0,0.97829,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.86831,Correct!,0,69,69,98,1,t2.png,t4.png,2,0.0591,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.367175,Incorrect,0,70,70,91,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.33458,Correct!,0,71,71,6,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.534435,Incorrect,0,72,72,70,1,t5.png,t5.png,0,0.978,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.33539,Incorrect,0,73,73,111,1,t5.png,t1.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.235285,Incorrect,0,74,74,110,1,t4.png,t5.png,1,0.90025,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.453885,Incorrect,0,75,75,17,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.41791,Correct!,0,76,76,90,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.69263,Incorrect,0,77,77,88,1,t3.png,t1.png,2,0.056466,20,female,2020-09-22_11h50.52.111,torte-2b,2020.1.3,MacIntel,60,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
