key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,participant,key_resp.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,back1.thisRepN,back1.thisTrialN,back1.thisN,back1.thisIndex,back1.ran,letter,key_resp_5.rt,back2.thisRepN,back2.thisTrialN,back2.thisN,back2.thisIndex,back2.ran,back3.thisRepN,back3.thisTrialN,back3.thisN,back3.thisIndex,back3.ran,back4.thisRepN,back4.thisTrialN,back4.thisN,back4.thisIndex,back4.ran,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
space,3.08985,space,6.15482,space,4.114195,space,13.377865,space,5.115255,space,44.101535,,Too slow :(,0,0,0,84,1,t1.png,t1.png,0,0.97829,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,1,1,4,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,1.100875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,2,2,91,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.683455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,3,3,117,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.48949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,4,4,24,1,t4.png,t2.png,2,0.059078,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.55238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,5,5,66,1,t4.png,t5.png,1,0.9,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.73825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Correct!,0,6,6,16,1,t5.png,t4.png,1,0.9,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,1.41133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,7,7,69,1,t4.png,t2.png,2,0.059078,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.70883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,8,8,17,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.933195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,9,9,62,1,t5.png,t5.png,0,0.978,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,1.90746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,10,10,73,1,t4.png,t2.png,2,0.059078,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.933215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,11,11,60,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,1.31676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,12,12,67,1,t1.png,t5.png,4,9.55E-11,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.73563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,13,13,30,1,t3.png,t1.png,2,0.056466,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,1.282985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,14,14,57,1,t2.png,t4.png,2,0.059078,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.851595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Incorrect,0,15,15,71,1,t5.png,t5.png,0,0.97829,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,1.40013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,Incorrect,0,16,16,86,1,t3.png,t1.png,2,0.056466,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,1.400625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,17,17,89,1,t1.png,t4.png,3,0.0000131,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.7005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,Correct!,0,18,18,28,1,t2.png,t3.png,1,0.909,20,female,2020-09-28_11h02.26.129,torte-2b,2020.1.3,Win32,60,13269,0.63343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
